con,upm,v_sel,n_hog,n_ren,n_ent,per,mes_cal,fac_tri,est_d_tri,t_loc_tri,sex,nac_dia,nac_mes,nac_anio,eda,c_res,eda7c,eda12c,clase1,clase2,clase3,pos_ocu,c_ocu11c,rama_est1,c_inac5c,ingocup,ing7c,ing_x_hrs,hrsocup,salario,ur,emp_ppal,seg_soc,niv_ins,anios_esc
40370,1107012,51,1,1,3,425,10,225,702,1,1,12,3,1951,74,1,6,11,1,1,1,3,6,3,0,1290,1,12.5,24,8364,1,1,2,1,0
40370,1107012,51,1,2,3,425,10,225,702,1,2,21,2,1959,66,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40518,1108046,52,1,1,4,425,11,200,702,1,2,9,8,1966,59,1,5,9,1,1,1,1,8,3,0,10750,2,67.56757,37,8364,1,1,2,2,6
40294,1105906,4,1,2,2,425,11,231,703,1,2,20,3,1961,64,1,6,10,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40041,1108069,3,1,2,1,425,10,190,702,1,1,99,11,1943,81,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,3
40443,1105925,52,1,1,3,425,10,314,704,1,2,99,99,1971,54,1,5,8,1,1,1,1,8,3,0,10750,2,83.33333,30,8364,1,2,1,3,9
40569,1107957,53,1,2,4,425,10,371,703,1,2,21,9,1984,41,1,4,6,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40018,1106297,5,1,5,1,425,10,179,702,1,2,20,12,2001,23,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,14
40173,1106383,52,1,1,5,425,12,200,702,1,2,16,7,1997,28,1,2,3,1,1,1,1,1,3,0,11000,2,53.29457,48,8364,1,2,1,3,9
40278,1108954,4,1,3,2,425,12,102,702,1,2,9,2,2003,22,1,2,2,1,1,1,1,8,3,0,0,1,0,48,8364,1,2,1,4,12
40444,1106005,55,1,1,3,425,12,299,704,1,1,2,2,1979,46,1,4,7,1,1,1,1,1,3,0,0,2,0,40,8364,1,2,1,4,16
40600,1107460,55,1,3,4,425,10,100,704,1,2,21,6,2000,25,1,2,3,1,1,1,1,4,3,0,12040,2,70,40,8364,1,2,1,4,17
60016,1161515,13,1,2,2,425,10,272,723,4,2,7,3,2001,24,1,2,2,2,4,0,0,0,0,2,0,0,0,0,8364,2,0,0,2,6
40057,1108939,5,1,1,1,425,10,210,702,1,2,6,1,1974,51,1,5,8,1,1,1,1,8,3,0,7310,1,56.66667,30,8364,1,1,2,3,9
40242,1106461,3,1,1,2,425,11,225,702,1,2,99,5,1930,95,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40449,1106665,54,1,4,3,425,11,160,704,1,2,14,12,2002,22,1,2,2,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,15
40582,1105993,53,1,1,4,425,10,263,704,1,2,14,3,1961,64,1,6,10,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40030,1107167,3,1,2,1,425,10,212,702,1,2,28,2,1951,74,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,3,12
40235,1106891,55,1,4,5,425,12,245,703,1,1,28,8,2006,19,1,1,1,1,1,1,1,6,3,0,0,1,0,48,8364,1,1,2,3,11
40455,1107648,55,1,1,3,425,11,270,704,1,1,99,99,1976,49,1,4,7,1,1,1,3,6,3,0,0,1,0,40,8364,1,2,2,4,14
40009,1105672,3,1,1,1,425,11,221,702,1,2,22,10,1967,58,1,5,9,1,1,1,1,8,3,0,4000,1,31.00775,30,8364,1,1,2,2,6
40125,1108014,51,1,1,5,425,10,205,703,1,2,14,4,1954,71,1,6,11,1,1,1,3,8,3,0,1720,1,16.66667,24,8364,1,2,2,2,6
40146,1107542,54,1,1,5,425,12,201,704,1,1,23,6,1947,78,1,6,11,1,1,1,2,3,3,0,0,1,0,3,8364,1,2,2,4,16
40236,1107081,55,1,4,5,425,11,242,703,1,1,6,7,1998,27,1,2,3,1,1,1,1,1,3,0,0,7,0,45,8364,1,2,1,4,12
40240,1107626,54,1,6,5,425,10,226,703,1,1,13,4,2007,18,1,1,1,1,1,1,1,1,2,0,8385,2,40.625,48,8364,1,2,1,3,9
40499,1106403,55,1,2,4,425,11,198,702,1,2,99,99,1945,80,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,3
40232,1106586,54,1,2,5,425,11,218,703,1,1,26,8,1977,48,1,4,7,1,1,1,1,5,2,0,0,7,0,36,8364,1,1,3,4,12
40232,1106586,54,1,3,5,425,11,218,703,1,2,3,11,2004,21,1,2,2,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,12
40312,1107992,3,1,5,2,425,12,110,703,1,2,26,11,2005,20,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,13
40590,1107269,51,1,3,4,425,11,258,704,1,2,26,9,1984,41,1,4,6,1,1,1,4,6,3,0,0,6,0,45,8364,1,1,2,4,99
40104,1106063,2,1,3,1,425,12,251,704,1,1,9,10,1995,30,1,3,4,1,1,1,3,6,3,0,0,7,0,40,8364,1,2,2,4,16
40186,1107531,52,1,4,5,425,12,216,702,1,1,18,7,2006,19,1,1,1,1,1,1,1,5,2,0,11600,2,58.6451,46,8364,1,2,1,3,11
40186,1107531,52,1,5,5,425,12,216,702,1,2,24,9,2009,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40548,1105522,52,1,1,4,425,10,74,712,4,1,9,5,1982,43,1,4,6,1,1,1,1,5,2,0,12900,2,49.18033,61,8364,1,1,2,2,6
40039,1107979,5,1,2,1,425,12,189,702,1,1,19,10,1979,46,1,4,7,1,1,1,1,8,3,0,9890,2,57.5,40,8364,1,1,2,2,6
40046,1108267,1,1,3,1,425,12,205,702,1,1,29,5,2003,22,1,2,2,1,1,1,1,1,3,0,5160,1,15.78947,76,8364,1,1,2,3,11
40092,1108019,4,1,4,1,425,10,181,703,1,1,12,8,2007,18,1,1,1,1,1,1,1,5,3,0,1200,1,6.20155,45,8364,1,1,2,4,12
40092,1108019,4,1,6,1,425,10,181,703,1,1,12,10,2010,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40193,1108065,55,1,1,5,425,11,188,702,1,2,4,9,1970,55,1,5,9,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40088,1107646,3,1,2,1,425,11,242,703,1,1,19,2,1991,34,1,3,4,1,1,1,1,5,2,0,10750,2,45.45455,55,8364,1,2,1,4,16
40205,1108638,51,1,1,5,425,10,224,702,1,1,5,8,1959,66,1,6,11,1,1,1,1,5,2,0,0,1,0,28,8364,1,1,2,1,3
40376,1107757,54,1,1,3,425,12,205,702,1,2,21,11,1945,80,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40332,1107494,1,1,1,2,425,11,245,704,1,1,99,99,1951,74,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,12
40377,1107850,51,1,1,3,425,11,176,702,1,2,17,1,1973,52,1,5,8,1,1,1,1,5,2,0,0,2,0,60,8364,1,2,1,3,9
40513,1107738,54,1,2,4,425,10,186,702,1,1,25,6,1974,51,1,5,8,1,1,1,2,5,2,0,12900,2,75,40,8364,1,1,2,2,6
40589,1107113,51,1,1,4,425,11,232,704,1,1,24,8,1960,65,1,6,11,1,1,1,3,1,3,0,0,2,0,24,8364,1,2,2,4,16
40600,1107460,51,1,4,4,425,10,100,704,1,2,19,5,2006,19,1,1,1,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,11
40600,1107460,51,1,11,4,425,10,100,704,1,2,12,2,2009,16,1,1,1,1,1,1,1,4,3,0,4515,1,70,15,8364,1,1,2,3,9
40002,1108465,5,1,1,1,425,10,222,701,1,1,99,99,1977,48,1,4,7,1,1,1,1,5,2,0,15050,2,62.5,56,8364,1,1,2,1,0
40455,1107648,55,1,2,3,425,11,270,704,1,2,99,99,1978,47,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40012,1105881,2,1,2,1,425,12,100,702,1,2,23,1,1999,26,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,13
40117,1108854,2,1,2,1,425,12,233,704,1,2,13,11,1960,65,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,16
40155,1108141,53,1,3,5,425,99,210,701,1,2,22,7,2009,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40192,1108021,54,1,1,5,425,10,208,702,1,2,24,11,1955,69,1,6,11,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,3
40204,1108564,51,1,1,5,425,12,206,702,1,1,29,5,1989,36,1,3,5,1,1,1,2,5,2,0,12900,2,56.60377,53,8364,1,2,2,3,11
40240,1107626,54,1,3,5,425,10,226,703,1,1,11,9,2000,25,1,2,3,1,1,1,1,8,3,0,15050,2,74.46809,47,8364,1,1,2,4,12
40458,1108880,54,1,2,3,425,10,242,704,1,2,27,6,1979,46,1,4,7,1,1,1,1,1,3,0,0,7,0,20,8364,1,1,2,4,16
40072,1105523,3,1,1,1,425,12,98,712,4,1,31,8,1979,46,1,4,7,1,1,1,2,5,2,0,0,1,0,24,8364,1,1,2,1,5
40260,1108000,2,1,3,2,425,12,198,702,1,1,28,3,2000,25,1,2,3,1,1,1,1,4,3,0,0,1,0,48,8364,1,2,1,4,15
40299,1106351,5,1,1,2,425,12,232,703,1,1,11,5,1957,68,1,6,11,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,4,14
40567,1107743,54,1,3,4,425,10,230,703,1,2,10,4,2003,22,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,15
40278,1108954,3,1,1,2,425,12,102,702,1,1,15,7,1980,45,1,4,7,1,1,1,1,5,2,0,0,1,0,55,8364,1,1,2,3,9
40080,1106621,4,1,4,1,425,10,226,703,1,1,15,12,1997,27,1,2,3,1,1,1,1,7,3,0,0,7,0,60,8364,1,2,1,3,9
40161,1105656,51,2,2,5,425,12,191,702,1,1,99,99,1979,46,1,4,7,1,1,1,1,5,2,0,0,7,0,45,8364,1,1,2,3,9
40333,1107559,5,1,1,2,425,11,272,704,1,1,99,99,1966,59,1,5,9,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,4,12
40349,1105650,51,1,1,3,425,10,200,702,1,1,22,3,1992,33,1,3,4,1,1,1,1,6,3,0,0,1,0,40,8364,1,2,1,4,12
40139,1106249,53,1,2,5,425,11,213,704,1,2,26,6,1980,45,1,4,7,1,1,1,1,1,3,0,20000,3,93.02326,50,8364,1,2,1,4,12
40455,1107648,55,1,3,3,425,11,270,704,1,2,99,99,2005,20,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,12
40144,1107152,53,1,2,5,425,10,276,704,1,2,1,12,1964,60,1,6,10,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,3,12
40234,1106834,54,1,2,5,425,11,240,703,1,1,7,7,1994,31,1,3,4,1,1,1,1,4,3,0,12000,2,58.13953,48,8364,1,2,1,4,12
40276,1108802,3,1,4,2,425,99,205,702,1,1,4,4,2004,21,1,2,2,1,1,1,1,5,2,0,15050,2,77.77778,45,8364,1,2,1,3,9
40308,1107582,3,1,1,2,425,10,233,703,1,2,3,6,1957,68,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,2,6
40433,1108144,52,1,2,3,425,12,186,703,1,2,1,9,1982,43,1,4,6,1,1,1,3,6,3,0,2150,1,35.71429,14,8364,1,1,2,4,12
40475,1106023,3,1,1,2,425,11,231,702,1,1,22,6,1983,42,1,4,6,2,3,0,0,0,0,3,0,0,0,0,8364,1,0,0,3,9
40162,1105774,54,1,2,5,425,10,195,702,1,2,20,11,1981,43,1,4,6,1,1,1,1,5,2,0,12040,2,59.57447,47,8364,1,2,1,3,9
40596,1108874,54,1,2,4,425,11,240,704,1,2,99,99,1977,48,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,16
40596,1108874,54,1,3,4,425,11,240,704,1,2,99,99,2000,25,1,2,3,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,99
40327,1106561,4,1,3,2,425,11,147,704,1,1,1,12,1993,31,1,3,4,1,1,1,1,1,3,0,0,7,0,40,8364,1,1,2,4,16
40444,1106005,55,1,5,3,425,12,299,704,1,2,28,12,2008,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40195,1108123,53,1,1,5,425,11,200,702,1,1,21,5,1980,45,1,4,7,1,1,1,1,7,3,0,26000,4,107.97342,56,8364,1,2,1,3,9
40252,1107235,1,1,1,2,425,12,201,702,1,1,3,11,1980,45,1,4,7,1,1,1,3,7,3,0,30100,4,97.22222,72,8364,1,2,2,3,9
40338,1108932,4,1,2,2,425,12,251,704,1,2,17,2,1988,37,1,3,5,1,1,1,1,1,3,0,0,7,0,40,8364,1,2,1,4,18
40342,1105786,51,1,1,3,425,12,113,701,1,1,6,5,2003,22,1,2,2,1,1,1,1,5,2,0,8600,2,31.74603,63,8364,1,2,1,2,7
40449,1106665,54,1,2,3,425,11,160,704,1,2,25,11,1970,54,1,5,8,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,16
40185,1107319,54,1,3,5,425,10,205,702,1,2,99,99,1948,77,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40518,1108046,54,1,4,4,425,11,200,702,1,1,3,6,2003,22,1,2,2,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,14
40521,1108150,52,1,1,4,425,12,204,702,1,1,30,4,1969,56,1,5,9,1,1,1,1,5,2,0,10320,2,48,50,8364,1,1,2,2,6
40125,1108014,51,1,3,5,425,10,205,703,1,2,99,99,1992,33,1,3,4,1,1,1,1,1,3,0,0,1,0,40,8364,1,2,1,4,16
40127,1108332,51,1,1,5,425,99,178,703,1,2,28,10,1959,65,1,6,11,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40179,1106837,52,1,4,5,425,10,197,702,1,2,30,7,1994,31,1,3,4,1,1,1,1,6,3,0,2150,1,25,20,8364,1,1,2,4,12
40192,1108021,54,1,5,5,425,10,208,702,1,1,99,99,2003,22,1,2,2,1,1,1,1,5,2,0,0,1,0,40,8364,1,1,2,3,9
40295,1105709,4,2,1,2,425,10,115,703,1,1,15,4,1991,34,1,3,4,1,1,1,3,7,3,0,12900,2,41.66667,72,8364,1,1,2,3,9
40485,1105525,51,1,3,4,425,11,209,702,1,2,99,7,2004,21,1,2,2,1,2,5,0,0,0,0,0,0,0,0,8364,1,0,0,4,12
40519,1108077,53,1,5,4,425,11,171,702,1,2,21,2,2010,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40087,1107552,1,1,5,1,425,11,109,703,1,2,2,4,1957,68,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40171,1106314,52,1,4,5,425,11,171,702,1,1,2,8,1993,32,1,3,4,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,3,9
40449,1106665,75,1,4,3,425,11,160,704,1,1,19,12,2002,22,3,2,2,1,1,1,1,1,3,0,0,1,0,40,8364,1,2,1,4,15
40566,1107656,54,1,1,4,425,12,268,703,1,1,21,7,1949,76,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,1,4
40046,1108267,1,1,5,1,425,12,205,702,1,1,23,2,2009,16,1,1,1,1,1,1,1,8,3,0,6450,1,19.73684,76,8364,1,1,2,1,3
40109,1107002,1,1,2,1,425,10,263,704,1,1,5,5,1996,29,1,2,3,1,1,1,1,1,3,0,15000,2,87.2093,40,8364,1,2,1,4,12
40174,1106464,52,1,1,5,425,12,190,702,1,2,3,12,1975,49,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40330,1107050,3,1,2,2,425,12,300,704,1,2,99,99,1997,28,1,2,3,1,1,1,1,1,3,0,28000,4,162.7907,40,8364,1,2,1,4,16
40255,1107724,4,1,2,2,425,11,233,702,1,2,19,3,1998,27,1,2,3,1,1,2,3,6,3,0,0,1,0,21,8364,1,1,2,3,11
40412,1108955,55,1,1,3,425,12,77,712,4,1,23,8,1987,38,1,3,5,1,1,1,2,6,3,0,8600,2,25.64103,78,8364,1,2,2,3,9
40286,1108767,2,1,4,2,425,12,204,702,1,1,9,8,2004,21,1,2,2,1,1,1,1,2,3,0,6880,1,44.44444,36,8364,1,1,2,4,15
40341,1106580,5,1,1,2,425,99,266,704,1,1,29,4,1991,34,1,3,4,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,4,12
40377,1107850,51,1,4,3,425,11,176,702,1,2,31,1,1950,75,1,6,11,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,0
40396,1108799,55,1,3,3,425,10,209,702,1,1,10,6,1983,42,1,4,6,1,1,1,1,5,2,0,12900,2,60,50,8364,1,1,2,3,9
40172,1106334,51,1,6,5,425,10,191,702,1,1,31,1,1980,45,1,4,7,1,1,1,1,8,3,0,0,7,0,0,8364,1,1,2,2,8
40208,1108840,54,1,1,5,425,11,194,702,1,1,1,6,1946,79,1,6,11,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,2,6
40515,1107885,51,1,1,4,425,10,198,702,1,1,13,11,1978,46,1,4,7,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,2,6
40021,1106391,5,1,3,1,425,12,173,702,1,1,15,7,1987,38,1,3,5,1,1,1,3,7,3,0,0,7,0,84,8364,1,2,2,3,11
40080,1106621,2,1,2,1,425,10,226,703,1,2,7,11,2002,22,1,2,2,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,14
40092,1108019,1,1,4,1,425,10,181,703,1,1,19,8,1999,26,1,2,3,1,1,1,1,1,3,0,20000,3,116.27907,40,8364,1,2,1,4,16
40093,1108086,2,1,1,1,425,10,258,703,1,1,99,99,1977,48,1,4,7,1,1,1,1,1,3,0,0,2,0,40,8364,1,2,1,4,18
40117,1108854,2,1,4,1,425,12,233,704,1,2,14,10,1990,35,1,3,5,1,1,1,2,1,3,0,0,1,0,40,8364,1,2,2,4,16
40233,1106700,53,1,1,5,425,99,233,703,1,2,7,10,1971,53,1,5,8,1,1,1,3,6,3,0,0,7,0,50,8364,1,1,2,4,12
40236,1107081,55,1,2,5,425,11,242,703,1,2,23,3,1968,57,1,5,9,1,1,1,1,6,3,0,12040,2,58.33333,48,8364,1,2,1,4,15
40275,1108718,5,1,1,2,425,11,190,702,1,2,16,9,1988,37,1,3,5,1,1,1,1,8,3,0,8600,2,55.55556,36,8364,1,1,2,3,10
40373,1107303,53,1,1,3,425,12,200,702,1,1,27,2,1967,58,1,5,9,1,1,1,1,5,2,0,0,7,0,55,8364,1,2,1,1,2
40410,1108283,51,1,3,3,425,11,72,710,3,1,7,6,2004,21,1,2,2,1,1,1,1,5,2,0,10750,2,50,50,8364,1,2,1,3,12
40414,1105687,52,1,1,3,425,10,233,703,1,1,28,7,1997,28,1,2,3,1,1,1,1,8,3,0,8600,2,37.03704,54,8364,1,1,2,4,13
40072,1105523,3,1,2,1,425,12,98,712,4,2,19,2,1979,46,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40308,1107582,5,1,5,2,425,10,233,703,1,1,31,12,2008,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40041,1108069,2,1,2,1,425,10,190,702,1,2,28,10,1952,72,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40041,1108069,2,1,3,1,425,10,190,702,1,1,99,12,1976,48,1,4,7,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40443,1105925,52,1,4,3,425,10,314,704,1,1,2,6,2010,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40046,1108267,1,1,6,1,425,12,205,702,1,2,29,4,2009,16,1,1,1,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40317,1109040,1,1,2,2,425,12,305,703,1,1,3,12,2004,21,1,2,2,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40443,1105925,53,1,1,3,425,10,314,704,1,2,10,8,1991,34,1,3,4,1,1,1,1,1,3,0,0,7,0,40,8364,1,2,1,4,17
40124,1107909,55,1,1,5,425,12,239,703,1,2,8,4,1987,38,1,3,5,1,1,1,1,1,3,0,7740,1,33.33333,54,8364,1,2,1,3,9
40185,1107319,55,1,4,5,425,10,205,702,1,1,13,5,2006,19,1,1,1,1,1,1,1,8,3,0,0,7,0,50,8364,1,1,2,3,11
40205,1108638,51,1,2,5,425,10,224,702,1,2,30,1,1971,54,1,5,8,1,1,1,1,8,3,0,7310,1,56.66667,30,8364,1,1,2,3,11
40220,1107188,55,1,1,5,425,99,55,710,3,1,25,9,1966,59,1,5,9,1,1,2,1,10,4,0,4300,1,27.77778,36,8364,1,1,2,1,2
40389,1108417,53,1,3,3,425,12,191,702,1,2,19,1,2008,17,1,1,1,2,3,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,11
40270,1108482,2,1,2,2,425,10,203,702,1,2,15,4,1991,34,1,3,4,1,1,1,1,8,3,0,5375,1,50,25,8364,1,1,2,3,9
40553,1105785,54,1,4,4,425,12,215,703,1,2,99,99,1972,53,1,5,8,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40235,1106891,55,1,1,5,425,12,245,703,1,1,9,8,1968,57,1,5,9,1,1,1,1,5,2,0,0,2,0,40,8364,1,2,1,3,9
40348,1105538,52,1,1,3,425,99,198,702,1,1,99,99,1967,58,1,5,9,1,1,1,1,8,2,0,9890,2,47.91667,48,8364,1,2,1,2,6
40496,1106301,54,1,2,4,425,10,188,702,1,2,19,2,1987,38,1,3,5,1,1,1,1,5,2,0,8170,1,42.22222,45,8364,1,2,1,3,9
40515,1107885,51,1,4,4,425,10,198,702,1,1,21,12,2008,16,1,1,1,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,1,4
40020,1106342,1,1,1,1,425,12,200,702,1,2,6,5,1950,75,1,6,11,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,1,1
40142,1106800,53,1,2,5,425,12,257,704,1,2,23,11,1997,28,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,4,12
40240,1107626,54,1,4,5,425,10,226,703,1,1,2,2,2002,23,1,2,2,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,3,9
40272,1108563,5,1,1,2,425,12,204,702,1,1,14,3,1986,39,1,3,5,1,1,1,3,6,3,0,0,2,0,51,8364,1,2,2,4,17
40370,1107012,51,1,3,3,425,10,225,702,1,2,13,7,1986,39,1,3,5,1,1,1,1,5,2,0,8600,2,40,50,8364,1,2,1,2,8
40419,1106533,52,1,1,3,425,10,232,703,1,1,9,7,1973,52,1,5,8,1,1,1,1,5,2,0,0,2,0,60,8364,1,1,2,3,9
40433,1108144,53,1,2,3,425,12,186,703,1,2,12,5,1992,33,1,3,4,1,1,1,1,2,3,0,16000,2,132.89037,28,8364,1,2,1,4,15
40458,1108880,54,1,1,3,425,10,242,704,1,1,5,7,1978,47,1,4,7,1,1,1,2,3,3,0,0,7,0,45,8364,1,2,2,4,17
40484,1105635,52,1,5,4,425,12,51,711,4,2,4,1,2010,15,1,1,1,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,6
40499,1106403,55,1,3,4,425,11,198,702,1,2,16,11,1973,52,1,5,8,1,1,1,3,6,3,0,1600,1,8.45666,44,8364,1,1,2,3,9
40585,1106477,54,1,5,4,425,12,280,704,1,1,12,1,1959,66,1,6,11,1,1,1,1,6,3,0,0,1,0,45,8364,1,1,2,3,9
40244,1106534,5,1,5,2,425,10,177,702,1,2,99,99,2009,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,10
40510,1107296,55,1,2,4,425,12,201,702,1,2,19,4,1987,38,1,3,5,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,2,7
40111,1107220,5,1,2,1,425,12,272,704,1,2,99,7,1964,61,1,6,10,2,3,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
40186,1107531,52,1,3,5,425,12,216,702,1,2,26,12,1988,36,1,3,5,1,1,1,1,8,3,0,7310,1,47.22222,36,8364,1,1,2,3,9
40304,1107071,2,1,1,2,425,12,214,703,1,1,99,8,1968,57,1,5,9,1,1,1,3,6,3,0,4300,1,37.03704,27,8364,1,1,2,3,9
40566,1107656,54,1,2,4,425,12,268,703,1,2,9,6,1959,66,1,6,11,2,4,0,0,0,0,5,0,0,0,0,8364,1,0,0,1,4
40202,1108498,51,1,4,5,425,10,200,702,1,2,23,4,2009,16,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,3,9
40220,1107188,55,1,4,5,425,99,55,710,3,1,99,99,1996,29,1,2,3,1,1,1,1,5,2,0,7740,1,35.29412,51,8364,1,1,2,1,3
40395,1108707,51,1,4,3,425,11,204,702,1,1,1,6,1999,26,3,2,3,1,1,1,1,8,3,0,0,7,0,72,8364,1,2,1,3,9
40500,1106468,52,1,1,4,425,10,195,702,1,2,17,4,1955,70,1,6,11,2,4,0,0,0,0,3,0,0,0,0,8364,1,0,0,3,11
40072,1105523,1,1,7,1,425,12,98,712,4,2,2,9,1983,42,1,4,6,1,1,1,3,5,2,0,1290,1,20,15,8364,1,1,2,3,9
40120,1108945,2,1,1,1,425,99,294,704,1,2,28,4,1981,44,1,4,6,1,1,1,1,1,3,0,15000,2,87.2093,40,8364,1,2,1,4,16
40589,1107113,51,1,2,4,425,11,232,704,1,2,29,3,1970,55,1,5,9,1,1,1,1,1,3,0,0,7,0,32,8364,1,2,1,4,12
40595,1108798,55,1,1,4,425,10,239,704,1,1,1,10,1991,34,1,3,4,1,1,1,1,1,3,0,25000,3,207.6412,28,8364,1,2,1,4,16
40208,1108840,54,1,4,5,425,11,194,702,1,1,31,1,1996,29,1,2,3,1,1,1,1,6,3,0,0,2,0,48,8364,1,2,1,4,12
40309,1107667,3,1,2,2,425,10,240,703,1,2,99,99,1968,57,1,5,9,1,1,1,1,6,3,0,6450,1,37.5,40,8364,1,1,2,4,12
40590,1107269,53,1,3,4,425,11,258,704,1,1,99,99,2010,15,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,2,8
40023,1106492,4,1,4,1,425,11,195,702,1,2,99,99,1977,48,1,4,7,1,1,1,1,5,2,0,0,1,0,45,8364,1,2,1,3,9
40092,1108019,1,1,5,1,425,10,181,703,1,2,9,4,2007,18,1,1,1,2,4,0,0,0,0,1,0,0,0,0,8364,1,0,0,4,12
40163,1105827,54,1,5,5,425,10,212,702,1,1,8,9,2002,23,1,2,2,1,1,1,1,5,3,0,15050,2,72.91667,48,8364,1,1,2,2,6
40518,1108046,52,1,7,4,425,11,200,702,1,2,23,5,2005,20,3,2,2,1,1,1,1,4,3,0,10750,2,46.2963,54,8364,1,1,2,3,10
40519,1108077,53,1,3,4,425,11,171,702,1,2,25,7,2007,18,1,1,1,1,2,6,0,0,0,0,0,0,0,0,8364,1,0,0,3,9
40190,1107908,54,1,1,5,425,11,189,702,1,1,24,7,1955,70,1,6,11,1,1,1,1,5,2,0,4300,1,31.25,32,8364,1,2,1,1,3
40203,1108547,53,1,2,5,425,11,257,702,1,2,15,12,1998,26,1,2,3,2,4,0,0,0,0,2,0,0,0,0,8364,1,0,0,3,9
